_,jaccard
all_pairs,0.9743589743589743
all_pairs,0.8518518518518519
all_pairs,0.41025641025641024
all_pairs,0.8734177215189873
all_pairs,0.8928571428571429
all_pairs,0.975
all_pairs,0.8518518518518519
all_pairs,0.8846153846153846
all_pairs,0.8518518518518519
all_pairs,0.8823529411764706
all_pairs,0.9285714285714286
all_pairs,0.9743589743589743
all_pairs,0.95
all_pairs,0.8333333333333334
all_pairs,0.9156626506024096
all_pairs,0.9743589743589743
all_pairs,0.95
all_pairs,0.9873417721518988
all_pairs,0.8823529411764706
all_pairs,0.8837209302325582
all_pairs,0.5952380952380952
all_pairs,0.5952380952380952
all_pairs,0.9135802469135802
all_pairs,0.9506172839506173
all_pairs,1.0
all_pairs,0.95
all_pairs,0.8941176470588236
all_pairs,0.8333333333333334
all_pairs,0.926829268292683
all_pairs,0.3717948717948718
all_pairs,0.3717948717948718
all_pairs,0.3717948717948718
all_pairs,0.3717948717948718
all_pairs,1.0
all_pairs,0.9743589743589743
all_pairs,0.18292682926829268
all_pairs,0.34615384615384615
all_pairs,0.34615384615384615
all_pairs,0.95
all_pairs,0.95
all_pairs,1.0
all_pairs,0.9873417721518988
all_pairs,0.9743589743589743
all_pairs,0.975
all_pairs,0.95
all_pairs,0.975
all_pairs,0.9743589743589743
all_pairs,0.8734177215189873
all_pairs,0.42105263157894735
all_pairs,0.8961038961038961
all_pairs,0.9146341463414634
all_pairs,0.95
all_pairs,0.8734177215189873
all_pairs,0.9078947368421053
all_pairs,0.8734177215189873
all_pairs,0.9036144578313253
all_pairs,0.9047619047619048
all_pairs,1.0
all_pairs,0.9743589743589743
all_pairs,0.8536585365853658
all_pairs,0.9382716049382716
all_pairs,1.0
all_pairs,0.9743589743589743
all_pairs,0.9620253164556962
all_pairs,0.9036144578313253
all_pairs,0.8823529411764706
all_pairs,0.6097560975609756
all_pairs,0.6097560975609756
all_pairs,0.8888888888888888
all_pairs,0.9259259259259259
all_pairs,0.9743589743589743
all_pairs,0.9743589743589743
all_pairs,0.8928571428571429
all_pairs,0.8536585365853658
all_pairs,0.95
all_pairs,0.3815789473684211
all_pairs,0.3815789473684211
all_pairs,0.3815789473684211
all_pairs,0.3815789473684211
all_pairs,0.9743589743589743
all_pairs,1.0
all_pairs,0.1875
all_pairs,0.35526315789473684
all_pairs,0.35526315789473684
all_pairs,0.9743589743589743
all_pairs,0.9743589743589743
all_pairs,0.9743589743589743
all_pairs,0.9620253164556962
all_pairs,1.0
all_pairs,0.95
all_pairs,0.9743589743589743
all_pairs,0.95
all_pairs,1.0
all_pairs,0.31645569620253167
all_pairs,0.9452054794520548
all_pairs,0.8433734939759037
all_pairs,0.8313253012048193
all_pairs,0.92
all_pairs,0.9583333333333334
all_pairs,0.92
all_pairs,0.8333333333333334
all_pairs,0.7931034482758621
all_pairs,0.8734177215189873
all_pairs,0.8518518518518519
all_pairs,0.8974358974358975
all_pairs,0.8214285714285714
all_pairs,0.8734177215189873
all_pairs,0.8518518518518519
all_pairs,0.8414634146341463
all_pairs,0.8333333333333334
all_pairs,0.813953488372093
all_pairs,0.5609756097560976
all_pairs,0.5609756097560976
all_pairs,0.8625
all_pairs,0.8313253012048193
all_pairs,0.8518518518518519
all_pairs,0.8518518518518519
all_pairs,0.8235294117647058
all_pairs,0.8974358974358975
all_pairs,0.8313253012048193
all_pairs,0.4027777777777778
all_pairs,0.4027777777777778
all_pairs,0.4027777777777778
all_pairs,0.4027777777777778
all_pairs,0.8518518518518519
all_pairs,0.8734177215189873
all_pairs,0.18181818181818182
all_pairs,0.375
all_pairs,0.375
all_pairs,0.8518518518518519
all_pairs,0.8518518518518519
all_pairs,0.8518518518518519
all_pairs,0.8414634146341463
all_pairs,0.8734177215189873
all_pairs,0.8313253012048193
all_pairs,0.8518518518518519
all_pairs,0.8313253012048193
all_pairs,0.8734177215189873
all_pairs,0.3246753246753247
all_pairs,0.3780487804878049
all_pairs,0.4
all_pairs,0.31645569620253167
all_pairs,0.32894736842105265
all_pairs,0.31645569620253167
all_pairs,0.37349397590361444
all_pairs,0.38095238095238093
all_pairs,0.42105263157894735
all_pairs,0.41025641025641024
all_pairs,0.3170731707317073
all_pairs,0.3950617283950617
all_pairs,0.42105263157894735
all_pairs,0.41025641025641024
all_pairs,0.4050632911392405
all_pairs,0.37349397590361444
all_pairs,0.36470588235294116
all_pairs,0.543859649122807
all_pairs,0.543859649122807
all_pairs,0.345679012345679
all_pairs,0.38271604938271603
all_pairs,0.41025641025641024
all_pairs,0.41025641025641024
all_pairs,0.36904761904761907
all_pairs,0.3170731707317073
all_pairs,0.4
all_pairs,0.1509433962264151
all_pairs,0.1509433962264151
all_pairs,0.1509433962264151
all_pairs,0.1509433962264151
all_pairs,0.41025641025641024
all_pairs,0.42105263157894735
all_pairs,0.3783783783783784
all_pairs,0.11320754716981132
all_pairs,0.11320754716981132
all_pairs,0.41025641025641024
all_pairs,0.41025641025641024
all_pairs,0.41025641025641024
all_pairs,0.4050632911392405
all_pairs,0.42105263157894735
all_pairs,0.4
all_pairs,0.41025641025641024
all_pairs,0.4
all_pairs,0.42105263157894735
all_pairs,0.8414634146341463
all_pairs,0.8518518518518519
all_pairs,0.9452054794520548
all_pairs,0.9857142857142858
all_pairs,0.9452054794520548
all_pairs,0.8313253012048193
all_pairs,0.8333333333333334
all_pairs,0.8961038961038961
